id,hotelId,quantity,childrenTypeId,roomBookingItemId,childrenType,createdAt,updatedAt,deletedAt,createdBy,updatedBy,deletedBy,inntoDataId
2351,3,0,23,75288,'{'id': 23, 'name': '子供B', 'hotelId': 3, 'priceType': 'fixed', 'isSeedData': True, 'priceValue': 0, 'inntoDataId': 16067, 'linkageCode': 'B', 'autoGeneratedCode': '0003000002'}','2023-03-01 14:54:30.803009+09:00','2023-03-01 14:54:44.450312+09:00','2023-03-01 14:54:44.452000+09:00','889ff7be-3a4f-4ce1-a4a1-b6f022f611aa','889ff7be-3a4f-4ce1-a4a1-b6f022f611aa','889ff7be-3a4f-4ce1-a4a1-b6f022f611aa',None
2352,3,0,24,75288,'{'id': 24, 'name': '子供C', 'hotelId': 3, 'priceType': 'fixed', 'isSeedData': True, 'priceValue': 0, 'inntoDataId': 16068, 'linkageCode': 'C', 'autoGeneratedCode': '0003000003'}','2023-03-01 14:54:30.803009+09:00','2023-03-01 14:54:44.450312+09:00','2023-03-01 14:54:44.452000+09:00','889ff7be-3a4f-4ce1-a4a1-b6f022f611aa','889ff7be-3a4f-4ce1-a4a1-b6f022f611aa','889ff7be-3a4f-4ce1-a4a1-b6f022f611aa',None
2353,3,0,25,75288,'{'id': 25, 'name': '子供D', 'hotelId': 3, 'priceType': 'fixed', 'isSeedData': True, 'priceValue': 0, 'inntoDataId': 16069, 'linkageCode': 'D', 'autoGeneratedCode': '0003000004'}','2023-03-01 14:54:30.803009+09:00','2023-03-01 14:54:44.450312+09:00','2023-03-01 14:54:44.452000+09:00','889ff7be-3a4f-4ce1-a4a1-b6f022f611aa','889ff7be-3a4f-4ce1-a4a1-b6f022f611aa','889ff7be-3a4f-4ce1-a4a1-b6f022f611aa',None
2354,3,0,35,75289,'{'id': 35, 'name': '子供E', 'hotelId': 3, 'priceType': 'fixed', 'isSeedData': False, 'priceValue': 0, 'inntoDataId': 16070, 'linkageCode': 'E', 'autoGeneratedCode': '0003000005'}','2023-03-01 14:55:05.085530+09:00','2023-03-01 14:55:05.085530+09:00',None,'889ff7be-3a4f-4ce1-a4a1-b6f022f611aa','889ff7be-3a4f-4ce1-a4a1-b6f022f611aa',None,None
2355,3,0,36,75289,'{'id': 36, 'name': '子供F', 'hotelId': 3, 'priceType': 'fixed', 'isSeedData': False, 'priceValue': 0, 'inntoDataId': 16071, 'linkageCode': 'F', 'autoGeneratedCode': '0003000006'}','2023-03-01 14:55:05.085530+09:00','2023-03-01 14:55:05.085530+09:00',None,'889ff7be-3a4f-4ce1-a4a1-b6f022f611aa','889ff7be-3a4f-4ce1-a4a1-b6f022f611aa',None,None
2356,3,0,37,75289,'{'id': 37, 'name': '子供その他', 'hotelId': 3, 'priceType': 'fixed', 'isSeedData': False, 'priceValue': 0, 'inntoDataId': 16072, 'linkageCode': 'Z', 'autoGeneratedCode': '0003000007'}','2023-03-01 14:55:05.085530+09:00','2023-03-01 14:55:05.085530+09:00',None,'889ff7be-3a4f-4ce1-a4a1-b6f022f611aa','889ff7be-3a4f-4ce1-a4a1-b6f022f611aa',None,None
2357,3,0,22,75289,'{'id': 22, 'name': '子供A', 'hotelId': 3, 'priceType': 'fixed', 'isSeedData': True, 'priceValue': 0, 'inntoDataId': 16066, 'linkageCode': 'A', 'autoGeneratedCode': '0003000001'}','2023-03-01 14:55:05.085530+09:00','2023-03-01 14:55:05.085530+09:00',None,'889ff7be-3a4f-4ce1-a4a1-b6f022f611aa','889ff7be-3a4f-4ce1-a4a1-b6f022f611aa',None,None
2358,3,0,23,75289,'{'id': 23, 'name': '子供B', 'hotelId': 3, 'priceType': 'fixed', 'isSeedData': True, 'priceValue': 0, 'inntoDataId': 16067, 'linkageCode': 'B', 'autoGeneratedCode': '0003000002'}','2023-03-01 14:55:05.085530+09:00','2023-03-01 14:55:05.085530+09:00',None,'889ff7be-3a4f-4ce1-a4a1-b6f022f611aa','889ff7be-3a4f-4ce1-a4a1-b6f022f611aa',None,None
2359,3,0,24,75289,'{'id': 24, 'name': '子供C', 'hotelId': 3, 'priceType': 'fixed', 'isSeedData': True, 'priceValue': 0, 'inntoDataId': 16068, 'linkageCode': 'C', 'autoGeneratedCode': '0003000003'}','2023-03-01 14:55:05.085530+09:00','2023-03-01 14:55:05.085530+09:00',None,'889ff7be-3a4f-4ce1-a4a1-b6f022f611aa','889ff7be-3a4f-4ce1-a4a1-b6f022f611aa',None,None
2360,3,0,25,75289,'{'id': 25, 'name': '子供D', 'hotelId': 3, 'priceType': 'fixed', 'isSeedData': True, 'priceValue': 0, 'inntoDataId': 16069, 'linkageCode': 'D', 'autoGeneratedCode': '0003000004'}','2023-03-01 14:55:05.085530+09:00','2023-03-01 14:55:05.085530+09:00',None,'889ff7be-3a4f-4ce1-a4a1-b6f022f611aa','889ff7be-3a4f-4ce1-a4a1-b6f022f611aa',None,None
